Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Naturaleza jurídica;Periodo;Total
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2017T3;7
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2017T2;3
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2017T1;11
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2016T4;8
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2016T3;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2016T2;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2016T1;3
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2015T4;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2015T3;5
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2015T2;2
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2015T1;4
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2014T4;3
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2014T3;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2014T2;6
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2014T1;4
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2013T4;2
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2013T3;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2013T2;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2013T1;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2012T4;6
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2012T3;4
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2012T2;9
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2012T1;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2011T4;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2011T3;3
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2011T2;5
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2011T1;6
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2010T4;4
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2010T3;5
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2010T2;2
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2010T1;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2009T4;8
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2009T3;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2009T2;12
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2009T1;2
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2008T4;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2008T3;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2008T2;5
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2008T1;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2007T4;2
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2007T3;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2007T2;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2007T1;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2006T4;1
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2006T3;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2006T2;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2006T1;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2005T4;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2005T3;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2005T2;0
Nacional;12 Galicia;15 Coruña, A;Personas físicas sin actividad empresarial;2005T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2020T4;5
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2020T3;3
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2020T2;5
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2020T1;5
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2019T4;5
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2019T3;5
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2019T2;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2019T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2018T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2018T3;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2018T2;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2018T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2017T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2017T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2017T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2017T1;3
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2016T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2016T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2016T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2016T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2015T4;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2015T3;5
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2015T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2015T1;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2014T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2014T3;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2014T2;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2014T1;3
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2013T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2013T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2013T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2013T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2012T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2012T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2012T2;4
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2012T1;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2011T4;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2011T3;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2011T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2011T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2010T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2010T3;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2010T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2010T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2009T4;4
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2009T3;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2009T2;3
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2009T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2008T4;2
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2008T3;1
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2008T2;3
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2008T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2007T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2007T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2007T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2007T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2006T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2006T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2006T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2006T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2005T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2005T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2005T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: personas físicas;2005T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2020T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2020T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2020T2;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2020T1;3
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2019T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2019T3;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2019T2;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2019T1;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2018T4;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2018T3;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2018T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2018T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2017T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2017T3;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2017T2;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2017T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2016T4;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2016T3;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2016T2;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2016T1;3
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2015T4;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2015T3;3
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2015T2;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2015T1;6
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2014T4;6
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2014T3;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2014T2;5
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2014T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2013T4;9
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2013T3;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2013T2;12
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2013T1;6
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2012T4;3
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2012T3;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2012T2;5
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2012T1;9
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2011T4;5
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2011T3;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2011T2;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2011T1;3
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2010T4;8
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2010T3;6
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2010T2;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2010T1;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2009T4;3
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2009T3;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2009T2;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2009T1;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2008T4;3
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2008T3;5
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2008T2;2
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2008T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2007T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2007T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2007T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2007T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2006T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2006T3;3
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2006T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2006T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2005T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2005T3;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2005T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.A.;2005T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2020T4;17
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2020T3;14
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2020T2;14
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2020T1;10
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2019T4;19
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2019T3;20
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2019T2;20
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2019T1;22
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2018T4;16
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2018T3;10
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2018T2;21
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2018T1;24
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2017T4;18
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2017T3;19
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2017T2;32
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2017T1;19
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2016T4;25
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2016T3;19
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2016T2;25
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2016T1;24
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2015T4;34
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2015T3;17
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2015T2;25
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2015T1;36
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2014T4;36
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2014T3;36
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2014T2;35
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2014T1;27
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2013T4;54
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2013T3;50
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2013T2;49
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2013T1;47
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2012T4;44
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2012T3;27
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2012T2;50
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2012T1;53
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2011T4;39
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2011T3;24
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2011T2;32
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2011T1;23
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2010T4;24
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2010T3;13
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2010T2;18
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2010T1;29
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2009T4;23
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2009T3;20
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2009T2;17
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2009T1;13
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2008T4;21
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2008T3;13
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2008T2;10
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2008T1;3
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2007T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2007T3;5
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2007T2;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2007T1;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2006T4;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2006T3;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2006T2;5
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2006T1;3
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2005T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2005T3;4
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2005T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: S.R.L.;2005T1;2
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2020T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2020T3;2
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2020T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2020T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2019T4;2
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2019T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2019T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2019T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2018T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2018T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2018T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2018T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2017T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2017T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2017T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2017T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2016T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2016T3;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2016T2;3
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2016T1;3
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2015T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2015T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2015T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2015T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2014T4;2
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2014T3;5
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2014T2;4
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2014T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2013T4;3
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2013T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2013T2;3
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2013T1;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2012T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2012T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2012T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2012T1;2
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2011T4;2
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2011T3;2
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2011T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2011T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2010T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2010T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2010T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2010T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2009T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2009T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2009T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2009T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2008T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2008T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2008T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2008T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2007T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2007T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2007T2;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2007T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2006T4;1
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2006T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2006T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2006T1;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2005T4;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2005T3;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2005T2;0
Nacional;12 Galicia;15 Coruña, A;Empresas: Otras;2005T1;0
Nacional;12 Galicia;27 Lugo;Total;2020T4;18
Nacional;12 Galicia;27 Lugo;Total;2020T3;24
Nacional;12 Galicia;27 Lugo;Total;2020T2;8
Nacional;12 Galicia;27 Lugo;Total;2020T1;22
Nacional;12 Galicia;27 Lugo;Total;2019T4;19
Nacional;12 Galicia;27 Lugo;Total;2019T3;17
Nacional;12 Galicia;27 Lugo;Total;2019T2;19
Nacional;12 Galicia;27 Lugo;Total;2019T1;23
Nacional;12 Galicia;27 Lugo;Total;2018T4;11
Nacional;12 Galicia;27 Lugo;Total;2018T3;8
Nacional;12 Galicia;27 Lugo;Total;2018T2;16
Nacional;12 Galicia;27 Lugo;Total;2018T1;18
Nacional;12 Galicia;27 Lugo;Total;2017T4;19
Nacional;12 Galicia;27 Lugo;Total;2017T3;14
Nacional;12 Galicia;27 Lugo;Total;2017T2;11
Nacional;12 Galicia;27 Lugo;Total;2017T1;20
Nacional;12 Galicia;27 Lugo;Total;2016T4;9
Nacional;12 Galicia;27 Lugo;Total;2016T3;10
Nacional;12 Galicia;27 Lugo;Total;2016T2;19
Nacional;12 Galicia;27 Lugo;Total;2016T1;15
Nacional;12 Galicia;27 Lugo;Total;2015T4;14
Nacional;12 Galicia;27 Lugo;Total;2015T3;6
Nacional;12 Galicia;27 Lugo;Total;2015T2;17
Nacional;12 Galicia;27 Lugo;Total;2015T1;14
Nacional;12 Galicia;27 Lugo;Total;2014T4;8
Nacional;12 Galicia;27 Lugo;Total;2014T3;18
Nacional;12 Galicia;27 Lugo;Total;2014T2;21
Nacional;12 Galicia;27 Lugo;Total;2014T1;22
Nacional;12 Galicia;27 Lugo;Total;2013T4;15
Nacional;12 Galicia;27 Lugo;Total;2013T3;6
Nacional;12 Galicia;27 Lugo;Total;2013T2;21
Nacional;12 Galicia;27 Lugo;Total;2013T1;23
Nacional;12 Galicia;27 Lugo;Total;2012T4;12
Nacional;12 Galicia;27 Lugo;Total;2012T3;19
Nacional;12 Galicia;27 Lugo;Total;2012T2;19
Nacional;12 Galicia;27 Lugo;Total;2012T1;21
Nacional;12 Galicia;27 Lugo;Total;2011T4;19
Nacional;12 Galicia;27 Lugo;Total;2011T3;12
Nacional;12 Galicia;27 Lugo;Total;2011T2;18
Nacional;12 Galicia;27 Lugo;Total;2011T1;14
Nacional;12 Galicia;27 Lugo;Total;2010T4;3
Nacional;12 Galicia;27 Lugo;Total;2010T3;6
Nacional;12 Galicia;27 Lugo;Total;2010T2;14
Nacional;12 Galicia;27 Lugo;Total;2010T1;11
Nacional;12 Galicia;27 Lugo;Total;2009T4;10
Nacional;12 Galicia;27 Lugo;Total;2009T3;7
Nacional;12 Galicia;27 Lugo;Total;2009T2;8
Nacional;12 Galicia;27 Lugo;Total;2009T1;8
Nacional;12 Galicia;27 Lugo;Total;2008T4;2
Nacional;12 Galicia;27 Lugo;Total;2008T3;1
Nacional;12 Galicia;27 Lugo;Total;2008T2;3
Nacional;12 Galicia;27 Lugo;Total;2008T1;1
Nacional;12 Galicia;27 Lugo;Total;2007T4;2
Nacional;12 Galicia;27 Lugo;Total;2007T3;2
Nacional;12 Galicia;27 Lugo;Total;2007T2;3
Nacional;12 Galicia;27 Lugo;Total;2007T1;1
Nacional;12 Galicia;27 Lugo;Total;2006T4;0
Nacional;12 Galicia;27 Lugo;Total;2006T3;2
Nacional;12 Galicia;27 Lugo;Total;2006T2;2
Nacional;12 Galicia;27 Lugo;Total;2006T1;3
Nacional;12 Galicia;27 Lugo;Total;2005T4;6
Nacional;12 Galicia;27 Lugo;Total;2005T3;0
Nacional;12 Galicia;27 Lugo;Total;2005T2;1
